;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13/07/2018 10:16:16
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x9FC01180	0x0B4003F8  J	___GenExcept
; tmp1 start address is: 16 (R4)
0x9D0007B4	0x0064001B  DIVU	R3, R4
0x9D0007B8	0x00001010  MFHI	R2
; tmp2 start address is: 20 (R5)
0x9D0007BC	0x0040280A  MOVZ	R5, R2, R0
;__Lib_UART_123456.c, 32 :: 		
0x9D0007C0	0x0064001B  DIVU	R3, R4
0x9D0007C4	0x00001012  MFLO	R2
0x9D0007C8	0x0040180A  MOVZ	R3, R2, R0
;__Lib_UART_123456.c, 34 :: 		
0x9D0007CC	0x00041042  SRL	R2, R4, 1
; tmp1 end address is: 16 (R4)
0x9D0007D0	0x0045102B  SLTU	R2, R2, R5
0x9D0007D4	0x10400005  BEQ	R2, R0, L___Lib_UART_123456_UART_Calc_BRG128
0x9D0007D8	0x70000000  NOP	
L___Lib_UART_123456_UART_Calc_BRG150:
; tmp2 end address is: 20 (R5)
;__Lib_UART_123456.c, 35 :: 		
0x9D0007DC	0x24620001  ADDIU	R2, R3, 1
0x9D0007E0	0x0040180A  MOVZ	R3, R2, R0
; tmp end address is: 12 (R3)
0x9D0007E4	0x0B4001FC  J	L___Lib_UART_123456_UART_Calc_BRG2
0x9D0007E8	0x0060100A  MOVZ	R2, R3, R0
L___Lib_UART_123456_UART_Calc_BRG128:
;__Lib_UART_123456.c, 34 :: 		
0x9D0007EC	0x0060100A  MOVZ	R2, R3, R0
;__Lib_UART_123456.c, 35 :: 		
L___Lib_UART_123456_UART_Calc_BRG2:
;__Lib_UART_123456.c, 37 :: 		
; tmp start address is: 8 (R2)
; tmp end address is: 8 (R2)
;__Lib_UART_123456.c, 38 :: 		
L_end_UART_Calc_BRG:
0x9D0007F0	0x03E00008  JR	RA
0x9D0007F4	0x27BD0004  ADDIU	SP, SP, 4
; end of __Lib_UART_123456_UART_Calc_BRG
_TimerKeyboard_Init:
;TIMER.c, 35 :: 		void TimerKeyboard_Init() {
;TIMER.c, 36 :: 		T4CON         = 0x8050;
0x9D000ECC	0x34028050  ORI	R2, R0, 32848
0x9D000ED0	0x3C1EBF80  LUI	R30, 49024
0x9D000ED4	0xAFC20C00  SW	R2, 3072(R30)
;TIMER.c, 37 :: 		T4IP0_bit     = 1;
0x9D000ED8	0x34020004  ORI	R2, R0, 0x0004
0x9D000EDC	0x3C1EBF88  LUI	R30, 49032
0x9D000EE0	0xA3C210D8  SB	R2, 4312(R30)
;TIMER.c, 38 :: 		T4IP1_bit     = 0;
0x9D000EE4	0x34020008  ORI	R2, R0, 0x0008
0x9D000EE8	0x3C1EBF88  LUI	R30, 49032
0x9D000EEC	0xA3C210D4  SB	R2, 4308(R30)
;TIMER.c, 39 :: 		T4IP2_bit     = 1;
0x9D000EF0	0x34020010  ORI	R2, R0, 0x0010
0x9D000EF4	0x3C1EBF88  LUI	R30, 49032
0x9D000EF8	0xA3C210D8  SB	R2, 4312(R30)
;TIMER.c, 40 :: 		T4IF_bit      = 0;
0x9D000EFC	0x34020001  ORI	R2, R0, 0x0001
0x9D000F00	0x3C1EBF88  LUI	R30, 49032
0x9D000F04	0xA3C21036  SB	R2, 4150(R30)
;TIMER.c, 41 :: 		T4IE_bit      = 1;
0x9D000F08	0x34020001  ORI	R2, R0, 0x0001
0x9D000F0C	0x3C1EBF88  LUI	R30, 49032
0x9D000F10	0xA3C2106A  SB	R2, 4202(R30)
;TIMER.c, 42 :: 		PR4           = 45000;
0x9D000F14	0x3402AFC8  ORI	R2, R0, 45000
0x9D000F18	0x3C1EBF80  LUI	R30, 49024
0x9D000F1C	0xAFC20C20  SW	R2, 3104(R30)
;TIMER.c, 43 :: 		TMR4          = 0;
0x9D000F20	0x3C1EBF80  LUI	R30, 49024
0x9D000F24	0xAFC00C10  SW	R0, 3088(R30)
;TIMER.c, 44 :: 		}
L_end_TimerKeyboard_Init:
0x9D000F28	0x03E00008  JR	RA
0x9D000F2C	0x70000000  NOP	
; end of _TimerKeyboard_Init
_Lcd_Out:
;__Lib_Lcd.c, 184 :: 		
0x9D000CA4	0x27BDFFF4  ADDIU	SP, SP, -12
0x9D000CA8	0xAFBF0000  SW	RA, 0(SP)
;__Lib_Lcd.c, 187 :: 		
0x9D000CAC	0x0B400337  J	L_Lcd_Out11
0x9D000CB0	0xAFB90004  SW	R25, 4(SP)
;__Lib_Lcd.c, 188 :: 		
L_Lcd_Out13:
0x9D000CB4	0x0B400349  J	L_Lcd_Out12
0x9D000CB8	0x34190080  ORI	R25, R0, 128
;__Lib_Lcd.c, 189 :: 		
L_Lcd_Out14:
0x9D000CBC	0x0B400349  J	L_Lcd_Out12
0x9D000CC0	0x341900C0  ORI	R25, R0, 192
;__Lib_Lcd.c, 190 :: 		
L_Lcd_Out15:
0x9D000CC4	0x0B400349  J	L_Lcd_Out12
0x9D000CC8	0x34190094  ORI	R25, R0, 148
;__Lib_Lcd.c, 191 :: 		
L_Lcd_Out16:
0x9D000CCC	0x0B400349  J	L_Lcd_Out12
0x9D000CD0	0x341900D4  ORI	R25, R0, 212
;__Lib_Lcd.c, 192 :: 		
L_Lcd_Out17:
;__Lib_Lcd.c, 193 :: 		
0x9D000CD4	0x0B400349  J	L_Lcd_Out12
0x9D000CD8	0x34190080  ORI	R25, R0, 128
L_Lcd_Out11:
0x9D000CDC	0x332300FF  ANDI	R3, R25, 255
0x9D000CE0	0x34020001  ORI	R2, R0, 1
0x9D000CE4	0x1062FFF3  BEQ	R3, R2, L_Lcd_Out13
0x9D000CE8	0x70000000  NOP	
L__Lcd_Out39:
0x9D000CEC	0x332300FF  ANDI	R3, R25, 255
0x9D000CF0	0x34020002  ORI	R2, R0, 2
0x9D000CF4	0x1062FFF1  BEQ	R3, R2, L_Lcd_Out14
0x9D000CF8	0x70000000  NOP	
L__Lcd_Out41:
0x9D000CFC	0x332300FF  ANDI	R3, R25, 255
0x9D000D00	0x34020003  ORI	R2, R0, 3
0x9D000D04	0x1062FFEF  BEQ	R3, R2, L_Lcd_Out15
0x9D000D08	0x70000000  NOP	
L__Lcd_Out43:
0x9D000D0C	0x332300FF  ANDI	R3, R25, 255
0x9D000D10	0x34020004  ORI	R2, R0, 4
0x9D000D14	0x1062FFED  BEQ	R3, R2, L_Lcd_Out16
0x9D000D18	0x70000000  NOP	
L__Lcd_Out45:
0x9D000D1C	0x0B400335  J	L_Lcd_Out17
0x9D000D20	0x70000000  NOP	
L_Lcd_Out12:
;__Lib_Lcd.c, 194 :: 		
0x9D000D24	0x2742FFFF  ADDIU	R2, R26, -1
0x9D000D28	0x03221021  ADDU	R2, R25, R2
0x9D000D2C	0x305900FF  ANDI	R25, R2, 255
;__Lib_Lcd.c, 196 :: 		
0x9D000D30	0x0F40020D  JAL	_Lcd_Cmd+0
0x9D000D34	0x305900FF  ANDI	R25, R2, 255
;__Lib_Lcd.c, 197 :: 		
0x9D000D38	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D000D3C	0x7C020004  INS	R2, R0, 0, 1
0x9D000D40	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 198 :: 		
; i start address is: 16 (R4)
0x9D000D44	0x0000200A  MOVZ	R4, R0, R0
; i end address is: 16 (R4)
;__Lib_Lcd.c, 199 :: 		
L_Lcd_Out18:
; i start address is: 16 (R4)
0x9D000D48	0x308200FF  ANDI	R2, R4, 255
0x9D000D4C	0x03621021  ADDU	R2, R27, R2
0x9D000D50	0x90420000  LBU	R2, 0(R2)
0x9D000D54	0x1040000A  BEQ	R2, R0, L_Lcd_Out19
0x9D000D58	0x70000000  NOP	
L__Lcd_Out47:
;__Lib_Lcd.c, 200 :: 		
0x9D000D5C	0x308200FF  ANDI	R2, R4, 255
0x9D000D60	0x03621021  ADDU	R2, R27, R2
0x9D000D64	0xA3B90008  SB	R25, 8(SP)
0x9D000D68	0x0F400201  JAL	_Lcd_Chr_CP+0
0x9D000D6C	0x90590000  LBU	R25, 0(R2)
0x9D000D70	0x93B90008  LBU	R25, 8(SP)
0x9D000D74	0x24820001  ADDIU	R2, R4, 1
; i end address is: 16 (R4)
0x9D000D78	0x0B400352  J	L_Lcd_Out18
0x9D000D7C	0x304400FF  ANDI	R4, R2, 255
L_Lcd_Out19:
;__Lib_Lcd.c, 201 :: 		
0x9D000D80	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D000D84	0x34420001  ORI	R2, R2, 0x0001
0x9D000D88	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 202 :: 		
L_end_Lcd_Out:
0x9D000D8C	0x8FB90004  LW	R25, 4(SP)
0x9D000D90	0x8FBF0000  LW	RA, 0(SP)
0x9D000D94	0x03E00008  JR	RA
0x9D000D98	0x27BD000C  ADDIU	SP, SP, 12
; end of _Lcd_Out
_Lcd_Chr_CP:
;__Lib_Lcd.c, 50 :: 		
0x9D000804	0x27BDFFFC  ADDIU	SP, SP, -4
0x9D000808	0xAFBF0000  SW	RA, 0(SP)
;__Lib_Lcd.c, 52 :: 		
0x9D00080C	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D000810	0x7C020004  INS	R2, R0, 0, 1
;__Lib_Lcd.c, 53 :: 		
0x9D000814	0x0F40020D  JAL	_Lcd_Cmd+0
0x9D000818	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 54 :: 		
0x9D00081C	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D000820	0x34420001  ORI	R2, R2, 0x0001
0x9D000824	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 55 :: 		
L_end_Lcd_Chr_CP:
0x9D000828	0x8FBF0000  LW	RA, 0(SP)
0x9D00082C	0x03E00008  JR	RA
0x9D000830	0x27BD0004  ADDIU	SP, SP, 4
; end of _Lcd_Chr_CP
_Menu_init:
;MENU_LCD.c, 103 :: 		void Menu_init()
0x9D000D9C	0x27BDFFF4  ADDIU	SP, SP, -12
0x9D000DA0	0xAFBF0000  SW	RA, 0(SP)
;MENU_LCD.c, 105 :: 		MenuAtual = TelaInicial; //A tela atual = tela inicial
0x9D000DA4	0xAFB90004  SW	R25, 4(SP)
0x9D000DA8	0xAFBA0008  SW	R26, 8(SP)
0x9D000DAC	0x3C02A000  LUI	R2, hi_addr(_TelaInicial+0)
0x9D000DB0	0x34420050  ORI	R2, R2, lo_addr(_TelaInicial+0)
0x9D000DB4	0xAC228094  SW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
;MENU_LCD.c, 106 :: 		MenuAnterior = &Stack;   //Aponta para a pilha
0x9D000DB8	0x3C02A000  LUI	R2, hi_addr(MENU_LCD_Stack+0)
0x9D000DBC	0x344200A8  ORI	R2, R2, lo_addr(MENU_LCD_Stack+0)
0x9D000DC0	0xAC2280C8  SW	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
;MENU_LCD.c, 108 :: 		MostrarItens( MenuAtual, selecao ); //Exibe os itens
0x9D000DC4	0x903A8015  LBU	R26, Offset(MENU_LCD_selecao+0)(GP)
0x9D000DC8	0x0F400097  JAL	MENU_LCD_MostrarItens+0
0x9D000DCC	0x8C398094  LW	R25, Offset(MENU_LCD_MenuAtual+0)(GP)
;MENU_LCD.c, 109 :: 		}
L_end_Menu_init:
0x9D000DD0	0x8FBA0008  LW	R26, 8(SP)
0x9D000DD4	0x8FB90004  LW	R25, 4(SP)
0x9D000DD8	0x8FBF0000  LW	RA, 0(SP)
0x9D000DDC	0x03E00008  JR	RA
0x9D000DE0	0x27BD000C  ADDIU	SP, SP, 12
; end of _Menu_init
MENU_LCD_MostrarItens:
;MENU_LCD.c, 72 :: 		static char MostrarItens( const Item* menu[], char sel )
0x9D00025C	0x27BDFFF0  ADDIU	SP, SP, -16
0x9D000260	0xAFBF0000  SW	RA, 0(SP)
;MENU_LCD.c, 74 :: 		char index = 0, row = 1;
0x9D000264	0xAFBB0004  SW	R27, 4(SP)
; index start address is: 20 (R5)
0x9D000268	0x0000280A  MOVZ	R5, R0, R0
; row start address is: 16 (R4)
0x9D00026C	0x34040001  ORI	R4, R0, 1
;MENU_LCD.c, 76 :: 		Lcd_Cmd( _LCD_CLEAR );
0x9D000270	0xAFB90008  SW	R25, 8(SP)
0x9D000274	0x0F40020D  JAL	_Lcd_Cmd+0
0x9D000278	0x34190001  ORI	R25, R0, 1
0x9D00027C	0x8FB90008  LW	R25, 8(SP)
;MENU_LCD.c, 78 :: 		if( menu == 0 )
0x9D000280	0x17200003  BNE	R25, R0, L_MENU_LCD_MostrarItens8
0x9D000284	0x70000000  NOP	
L_MENU_LCD_MostrarItens40:
; row end address is: 16 (R4)
; index end address is: 20 (R5)
;MENU_LCD.c, 79 :: 		return 0;
0x9D000288	0x0B4000DD  J	L_end_MostrarItens
0x9D00028C	0x0000100A  MOVZ	R2, R0, R0
L_MENU_LCD_MostrarItens8:
;MENU_LCD.c, 81 :: 		while( menu[index] )
; index start address is: 20 (R5)
; index end address is: 20 (R5)
; row start address is: 16 (R4)
L_MENU_LCD_MostrarItens9:
; row start address is: 16 (R4)
; row end address is: 16 (R4)
; index start address is: 20 (R5)
0x9D000290	0x30A200FF  ANDI	R2, R5, 255
0x9D000294	0x00021080  SLL	R2, R2, 2
0x9D000298	0x03221021  ADDU	R2, R25, R2
0x9D00029C	0x8C420000  LW	R2, 0(R2)
0x9D0002A0	0x1040002C  BEQ	R2, R0, L_MENU_LCD_MostrarItens10
0x9D0002A4	0x70000000  NOP	
L_MENU_LCD_MostrarItens42:
; row end address is: 16 (R4)
;MENU_LCD.c, 83 :: 		if( index < sel ) { index++; continue; }
; row start address is: 16 (R4)
0x9D0002A8	0x30A300FF  ANDI	R3, R5, 255
0x9D0002AC	0x334200FF  ANDI	R2, R26, 255
0x9D0002B0	0x0062102B  SLTU	R2, R3, R2
0x9D0002B4	0x10400004  BEQ	R2, R0, L_MENU_LCD_MostrarItens11
0x9D0002B8	0x70000000  NOP	
L_MENU_LCD_MostrarItens43:
0x9D0002BC	0x24A20001  ADDIU	R2, R5, 1
0x9D0002C0	0x0B4000A4  J	L_MENU_LCD_MostrarItens9
0x9D0002C4	0x304500FF  ANDI	R5, R2, 255
L_MENU_LCD_MostrarItens11:
;MENU_LCD.c, 84 :: 		if( index == sel ) Lcd_Chr( row, 1, '>' );
0x9D0002C8	0x30A300FF  ANDI	R3, R5, 255
0x9D0002CC	0x334200FF  ANDI	R2, R26, 255
0x9D0002D0	0x1462000A  BNE	R3, R2, L_MENU_LCD_MostrarItens12
0x9D0002D4	0x70000000  NOP	
L_MENU_LCD_MostrarItens44:
0x9D0002D8	0xA3BA0008  SB	R26, 8(SP)
0x9D0002DC	0xAFB9000C  SW	R25, 12(SP)
0x9D0002E0	0x341B003E  ORI	R27, R0, 62
0x9D0002E4	0x341A0001  ORI	R26, R0, 1
0x9D0002E8	0x0F40000D  JAL	_Lcd_Chr+0
0x9D0002EC	0x309900FF  ANDI	R25, R4, 255
0x9D0002F0	0x8FB9000C  LW	R25, 12(SP)
0x9D0002F4	0x0B4000C7  J	L_MENU_LCD_MostrarItens13
0x9D0002F8	0x93BA0008  LBU	R26, 8(SP)
L_MENU_LCD_MostrarItens12:
;MENU_LCD.c, 85 :: 		else Lcd_Chr( row, 1, ' ' );
0x9D0002FC	0xA3BA0008  SB	R26, 8(SP)
0x9D000300	0xAFB9000C  SW	R25, 12(SP)
0x9D000304	0x341B0020  ORI	R27, R0, 32
0x9D000308	0x341A0001  ORI	R26, R0, 1
0x9D00030C	0x0F40000D  JAL	_Lcd_Chr+0
0x9D000310	0x309900FF  ANDI	R25, R4, 255
0x9D000314	0x8FB9000C  LW	R25, 12(SP)
0x9D000318	0x93BA0008  LBU	R26, 8(SP)
L_MENU_LCD_MostrarItens13:
;MENU_LCD.c, 86 :: 		row++;
0x9D00031C	0x24820001  ADDIU	R2, R4, 1
0x9D000320	0x304400FF  ANDI	R4, R2, 255
;MENU_LCD.c, 87 :: 		LcdWriteFromROM( menu[index++]->Texto );
0x9D000324	0x30A200FF  ANDI	R2, R5, 255
0x9D000328	0x00021080  SLL	R2, R2, 2
0x9D00032C	0x03221021  ADDU	R2, R25, R2
0x9D000330	0x8C420000  LW	R2, 0(R2)
0x9D000334	0x24420004  ADDIU	R2, R2, 4
0x9D000338	0xAFB90008  SW	R25, 8(SP)
0x9D00033C	0x0F400067  JAL	MENU_LCD_LcdWriteFromROM+0
0x9D000340	0x0040C80A  MOVZ	R25, R2, R0
0x9D000344	0x8FB90008  LW	R25, 8(SP)
0x9D000348	0x24A20001  ADDIU	R2, R5, 1
;MENU_LCD.c, 88 :: 		}
; row end address is: 16 (R4)
0x9D00034C	0x0B4000A4  J	L_MENU_LCD_MostrarItens9
0x9D000350	0x304500FF  ANDI	R5, R2, 255
L_MENU_LCD_MostrarItens10:
;MENU_LCD.c, 90 :: 		if( index <= sel )
0x9D000354	0x30A300FF  ANDI	R3, R5, 255
; index end address is: 20 (R5)
0x9D000358	0x334200FF  ANDI	R2, R26, 255
0x9D00035C	0x0043102B  SLTU	R2, R2, R3
0x9D000360	0x14400003  BNE	R2, R0, L_MENU_LCD_MostrarItens14
0x9D000364	0x70000000  NOP	
L_MENU_LCD_MostrarItens45:
;MENU_LCD.c, 91 :: 		return 1;
0x9D000368	0x0B4000DD  J	L_end_MostrarItens
0x9D00036C	0x34020001  ORI	R2, R0, 1
L_MENU_LCD_MostrarItens14:
;MENU_LCD.c, 92 :: 		return 0;
0x9D000370	0x0000100A  MOVZ	R2, R0, R0
;MENU_LCD.c, 93 :: 		}
;MENU_LCD.c, 92 :: 		return 0;
;MENU_LCD.c, 93 :: 		}
L_end_MostrarItens:
0x9D000374	0x8FBB0004  LW	R27, 4(SP)
0x9D000378	0x8FBF0000  LW	RA, 0(SP)
0x9D00037C	0x03E00008  JR	RA
0x9D000380	0x27BD0010  ADDIU	SP, SP, 16
; end of MENU_LCD_MostrarItens
_Lcd_Chr:
;__Lib_Lcd.c, 65 :: 		
0x9D000034	0x27BDFFF8  ADDIU	SP, SP, -8
0x9D000038	0xAFBF0000  SW	RA, 0(SP)
;__Lib_Lcd.c, 66 :: 		
0x9D00003C	0x0B40001B  J	L_Lcd_Chr4
0x9D000040	0xAFB90004  SW	R25, 4(SP)
;__Lib_Lcd.c, 67 :: 		
L_Lcd_Chr6:
0x9D000044	0x0B40002D  J	L_Lcd_Chr5
0x9D000048	0x34190080  ORI	R25, R0, 128
;__Lib_Lcd.c, 68 :: 		
L_Lcd_Chr7:
0x9D00004C	0x0B40002D  J	L_Lcd_Chr5
0x9D000050	0x341900C0  ORI	R25, R0, 192
;__Lib_Lcd.c, 69 :: 		
L_Lcd_Chr8:
0x9D000054	0x0B40002D  J	L_Lcd_Chr5
0x9D000058	0x34190094  ORI	R25, R0, 148
;__Lib_Lcd.c, 70 :: 		
L_Lcd_Chr9:
0x9D00005C	0x0B40002D  J	L_Lcd_Chr5
0x9D000060	0x341900D4  ORI	R25, R0, 212
;__Lib_Lcd.c, 71 :: 		
L_Lcd_Chr10:
;__Lib_Lcd.c, 72 :: 		
0x9D000064	0x0B40002D  J	L_Lcd_Chr5
0x9D000068	0x34190080  ORI	R25, R0, 128
L_Lcd_Chr4:
0x9D00006C	0x332300FF  ANDI	R3, R25, 255
0x9D000070	0x34020001  ORI	R2, R0, 1
0x9D000074	0x1062FFF3  BEQ	R3, R2, L_Lcd_Chr6
0x9D000078	0x70000000  NOP	
L__Lcd_Chr29:
0x9D00007C	0x332300FF  ANDI	R3, R25, 255
0x9D000080	0x34020002  ORI	R2, R0, 2
0x9D000084	0x1062FFF1  BEQ	R3, R2, L_Lcd_Chr7
0x9D000088	0x70000000  NOP	
L__Lcd_Chr31:
0x9D00008C	0x332300FF  ANDI	R3, R25, 255
0x9D000090	0x34020003  ORI	R2, R0, 3
0x9D000094	0x1062FFEF  BEQ	R3, R2, L_Lcd_Chr8
0x9D000098	0x70000000  NOP	
L__Lcd_Chr33:
0x9D00009C	0x332300FF  ANDI	R3, R25, 255
0x9D0000A0	0x34020004  ORI	R2, R0, 4
0x9D0000A4	0x1062FFED  BEQ	R3, R2, L_Lcd_Chr9
0x9D0000A8	0x70000000  NOP	
L__Lcd_Chr35:
0x9D0000AC	0x0B400019  J	L_Lcd_Chr10
0x9D0000B0	0x70000000  NOP	
L_Lcd_Chr5:
;__Lib_Lcd.c, 74 :: 		
0x9D0000B4	0x2742FFFF  ADDIU	R2, R26, -1
0x9D0000B8	0x03221821  ADDU	R3, R25, R2
0x9D0000BC	0x307900FF  ANDI	R25, R3, 255
;__Lib_Lcd.c, 76 :: 		
0x9D0000C0	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D0000C4	0x34420001  ORI	R2, R2, 0x0001
0x9D0000C8	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 77 :: 		
0x9D0000CC	0x0F40020D  JAL	_Lcd_Cmd+0
0x9D0000D0	0x307900FF  ANDI	R25, R3, 255
;__Lib_Lcd.c, 79 :: 		
0x9D0000D4	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D0000D8	0x7C020004  INS	R2, R0, 0, 1
0x9D0000DC	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 80 :: 		
0x9D0000E0	0x0F40020D  JAL	_Lcd_Cmd+0
0x9D0000E4	0x337900FF  ANDI	R25, R27, 255
;__Lib_Lcd.c, 81 :: 		
0x9D0000E8	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D0000EC	0x34420001  ORI	R2, R2, 0x0001
0x9D0000F0	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 82 :: 		
L_end_Lcd_Chr:
0x9D0000F4	0x8FB90004  LW	R25, 4(SP)
0x9D0000F8	0x8FBF0000  LW	RA, 0(SP)
0x9D0000FC	0x03E00008  JR	RA
0x9D000100	0x27BD0008  ADDIU	SP, SP, 8
; end of _Lcd_Chr
MENU_LCD_LcdWriteFromROM:
;MENU_LCD.c, 95 :: 		static void LcdWriteFromROM( const char* texto )
0x9D00019C	0x27BDFFF8  ADDIU	SP, SP, -8
0x9D0001A0	0xAFBF0000  SW	RA, 0(SP)
;MENU_LCD.c, 97 :: 		while( *texto )
L_MENU_LCD_LcdWriteFromROM15:
0x9D0001A4	0x93220000  LBU	R2, 0(R25)
0x9D0001A8	0x10400008  BEQ	R2, R0, L_MENU_LCD_LcdWriteFromROM16
0x9D0001AC	0x70000000  NOP	
L_MENU_LCD_LcdWriteFromROM48:
;MENU_LCD.c, 99 :: 		Lcd_Chr_CP( *texto++ );
0x9D0001B0	0xAFB90004  SW	R25, 4(SP)
0x9D0001B4	0x0F400201  JAL	_Lcd_Chr_CP+0
0x9D0001B8	0x93390000  LBU	R25, 0(R25)
0x9D0001BC	0x8FB90004  LW	R25, 4(SP)
0x9D0001C0	0x27220001  ADDIU	R2, R25, 1
;MENU_LCD.c, 100 :: 		}
0x9D0001C4	0x0B400069  J	L_MENU_LCD_LcdWriteFromROM15
0x9D0001C8	0x0040C80A  MOVZ	R25, R2, R0
L_MENU_LCD_LcdWriteFromROM16:
;MENU_LCD.c, 101 :: 		}
L_end_LcdWriteFromROM:
0x9D0001CC	0x8FBF0000  LW	RA, 0(SP)
0x9D0001D0	0x03E00008  JR	RA
0x9D0001D4	0x27BD0008  ADDIU	SP, SP, 8
; end of MENU_LCD_LcdWriteFromROM
_Menu_main:
;MENU_LCD.c, 113 :: 		void Menu_main()
0x9D000ABC	0x27BDFFEC  ADDIU	SP, SP, -20
0x9D000AC0	0xAFBF0000  SW	RA, 0(SP)
;MENU_LCD.c, 116 :: 		switch( KeyRead())
0x9D000AC4	0xAFB90004  SW	R25, 4(SP)
0x9D000AC8	0x0F400114  JAL	_KeyRead+0
0x9D000ACC	0xAFBA0008  SW	R26, 8(SP)
0x9D000AD0	0x0B400313  J	L_Menu_main17
0x9D000AD4	0xA3A20010  SB	R2, 16(SP)
;MENU_LCD.c, 119 :: 		case key_MAIS: {
L_Menu_main19:
;MENU_LCD.c, 122 :: 		UART2_Write_Text("\r\nMAIS!");
0x9D000AD8	0x3C19A000  LUI	R25, hi_addr(?lstr1_MENU_LCD+0)
0x9D000ADC	0x0F400051  JAL	_UART2_Write_Text+0
0x9D000AE0	0x37390040  ORI	R25, R25, lo_addr(?lstr1_MENU_LCD+0)
;MENU_LCD.c, 124 :: 		++selecao; //seleciona o proximo item
0x9D000AE4	0x90228015  LBU	R2, Offset(MENU_LCD_selecao+0)(GP)
0x9D000AE8	0x24420001  ADDIU	R2, R2, 1
0x9D000AEC	0xA0228015  SB	R2, Offset(MENU_LCD_selecao+0)(GP)
;MENU_LCD.c, 128 :: 		if( MostrarItens( MenuAtual, selecao ).B0 )
0x9D000AF0	0x305A00FF  ANDI	R26, R2, 255
0x9D000AF4	0x0F400097  JAL	MENU_LCD_MostrarItens+0
0x9D000AF8	0x8C398094  LW	R25, Offset(MENU_LCD_MenuAtual+0)(GP)
0x9D000AFC	0x7C420000  EXT	R2, R2, 0, 1
0x9D000B00	0x10400005  BEQ	R2, R0, L_Menu_main20
0x9D000B04	0x70000000  NOP	
L__Menu_main52:
;MENU_LCD.c, 130 :: 		selecao = 0;
0x9D000B08	0xA0208015  SB	R0, Offset(MENU_LCD_selecao+0)(GP)
;MENU_LCD.c, 131 :: 		MostrarItens( MenuAtual, selecao );
0x9D000B0C	0x0000D00A  MOVZ	R26, R0, R0
0x9D000B10	0x0F400097  JAL	MENU_LCD_MostrarItens+0
0x9D000B14	0x8C398094  LW	R25, Offset(MENU_LCD_MenuAtual+0)(GP)
;MENU_LCD.c, 132 :: 		}
L_Menu_main20:
;MENU_LCD.c, 134 :: 		} break;
0x9D000B18	0x0B400324  J	L_Menu_main18
0x9D000B1C	0x70000000  NOP	
;MENU_LCD.c, 138 :: 		case key_MENOS: {
L_Menu_main21:
;MENU_LCD.c, 140 :: 		UART2_Write_Text("\r\nMENOS!");
0x9D000B20	0x3C19A000  LUI	R25, hi_addr(?lstr2_MENU_LCD+0)
0x9D000B24	0x0F400051  JAL	_UART2_Write_Text+0
0x9D000B28	0x3739000C  ORI	R25, R25, lo_addr(?lstr2_MENU_LCD+0)
;MENU_LCD.c, 142 :: 		} break;
0x9D000B2C	0x0B400324  J	L_Menu_main18
0x9D000B30	0x70000000  NOP	
;MENU_LCD.c, 146 :: 		case key_CONFIRMA: {
L_Menu_main22:
;MENU_LCD.c, 151 :: 		void(*Func)(char) = MenuAtual[selecao]->Tarefa;
0x9D000B34	0x90228015  LBU	R2, Offset(MENU_LCD_selecao+0)(GP)
0x9D000B38	0x00021880  SLL	R3, R2, 2
0x9D000B3C	0x8C228094  LW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
0x9D000B40	0x00431021  ADDU	R2, R2, R3
0x9D000B44	0x8C420000  LW	R2, 0(R2)
0x9D000B48	0x24420014  ADDIU	R2, R2, 20
0x9D000B4C	0x8C420000  LW	R2, 0(R2)
; Func start address is: 20 (R5)
0x9D000B50	0x0040280A  MOVZ	R5, R2, R0
;MENU_LCD.c, 153 :: 		UART2_Write_Text("\r\nCONFIRMA!");
0x9D000B54	0x3C19A000  LUI	R25, hi_addr(?lstr3_MENU_LCD+0)
